	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	pbqc	treatment1	treatment2	pooled_R1.mzXML	pooled_R2.mzXML	Pooled_R3.mzXML	Treatment1_R1.mzXML	Treatment1_R2.mzXML	Treatment1_R3.mzXML	Treatment2_R1.mzXML	Treatment2_R2.mzXML	Treatment2_R3.mzXML
9068	1070.27292635498	1070.27292635498	1070.27292635498	6113.341	6113.341	6113.341	1	1	0	0	NA	NA	1439	NA	NA	NA	NA	NA	NA
9605	743.165334824779	743.165334824779	743.165334824779	6113.377	6113.377	6113.377	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	656
9623	1057.25965353059	1057.25965353059	1057.25965353059	6113.377	6113.377	6113.377	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1236
8095	808.18986362047	808.18986362047	808.18986362047	6113.997	6113.997	6113.997	1	0	0	1	NA	NA	NA	NA	NA	NA	812	NA	NA
8092	807.195071615851	807.193860310434	807.196282921268	6114.951	6113.997	6115.905	2	0	1	1	NA	NA	NA	NA	NA	916	1307	NA	NA
3246	263.130021378998	263.128364061081	263.130893406389	6115.126	6109.389	6117.351	9	3	3	3	20954	18278	18678	20213	21096	20777	18057	18604	17303
6470	550.166667359331	550.164403962172	550.167790218307	6115.126	6113.997	6115.382	3	0	0	3	NA	NA	NA	NA	NA	NA	1254	1128	1059
6797	807.207798705749	807.207798705749	807.207798705749	6115.126	6115.126	6115.126	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	2279	NA
3251	479.084290070861	479.081288054663	479.086277886632	6115.22	6113.3	6117.351	6	3	0	3	6379	5592	6019	NA	NA	NA	9085	9737	9537
3188	480.088043749383	480.085097196635	480.089492846729	6115.22	6113.997	6115.382	4	1	0	3	1538	NA	NA	NA	NA	NA	2356	2311	2219
3162	153.092720820756	153.091655418608	153.093336757147	6115.314	6109.389	6117.351	9	3	3	3	1428	1513	1482	1509	1396	1347	1553	1420	1362
3165	219.139281010489	219.138169673254	219.140581789812	6115.314	6111.394	6117.351	9	3	3	3	2838	2684	2655	2819	2976	2902	2816	2647	2467
3169	264.132945494246	264.131462947113	264.133855862537	6115.314	6109.389	6117.351	9	3	3	3	3306	3131	3114	3397	3465	3378	3140	3061	2900
3167	549.16431822453	549.16081427584	549.166331694081	6115.314	6113.997	6117.351	5	3	0	2	3657	3438	3540	NA	NA	NA	4017	NA	3853
3818	781.191593610641	781.191593610641	781.191593610641	6115.314	6115.314	6115.314	1	1	0	0	12831	NA	NA	NA	NA	NA	NA	NA	NA
3528	961.22622257429	961.219369367724	961.227236924977	6115.314	6113.3	6116.002	5	3	0	2	827	756	747	NA	NA	NA	1085	1000	NA
12464	543.255120897025	543.255120897025	543.255120897025	6115.329	6115.329	6115.329	1	0	1	0	NA	NA	NA	NA	1677	NA	NA	NA	NA
8989	640.178729513089	640.178729513089	640.178729513089	6115.346	6115.346	6115.346	1	1	0	0	NA	NA	1083	NA	NA	NA	NA	NA	NA
8994	776.176163792951	776.176163792951	776.176163792951	6115.346	6115.346	6115.346	1	1	0	0	NA	NA	420	NA	NA	NA	NA	NA	NA
9697	931.199612206482	931.199612206482	931.199612206482	6115.382	6115.382	6115.382	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	995
10856	451.122521944192	451.122041337439	451.123002550945	6115.605	6113.3	6117.91	2	1	1	0	NA	2646	NA	NA	NA	2013	NA	NA	NA
10852	557.22747123545	557.227299538479	557.229037896826	6115.905	6111.394	6117.336	3	0	3	0	NA	NA	NA	1151	1159	1170	NA	NA	NA
8204	849.197854426567	849.195866579921	849.199842273212	6116.6565	6116.002	6117.311	2	1	0	1	NA	820	NA	NA	NA	NA	870	NA	NA
8987	1025.24006221	1025.23742436412	1025.24184699828	6117.311	6115.346	6119.393	3	2	0	1	NA	922	646	NA	NA	NA	NA	NA	1183
3391	461.238393622946	461.237173342831	461.240616191309	6117.315	6099.963	6121.362	4	3	0	1	1552	1432	1517	NA	NA	NA	1079	NA	NA
3231	453.132280160185	453.12958225027	453.135721450548	6117.319	6115.307	6119.357	3	3	0	0	1283	1165	1157	NA	NA	NA	NA	NA	NA
3107	827.305682753371	827.305682753371	827.305682753371	6117.319	6117.319	6117.319	1	1	0	0	1121	NA	NA	NA	NA	NA	NA	NA	NA
8988	527.264161780999	527.262573332144	527.264334963162	6117.336	6109.389	6117.351	3	1	2	0	NA	NA	1139	1586	1440	NA	NA	NA	NA
3119	817.199617520013	817.193569134924	817.203079564794	6117.387	6117.319	6120.013	3	1	0	2	1069	NA	NA	NA	NA	NA	1514	NA	1239
6927	1041.26597511917	1041.26597511917	1041.26597511917	6119.136	6119.136	6119.136	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1227	NA
3171	394.151065344238	394.148695145166	394.152264958351	6119.323	6115.403	6121.362	9	3	3	3	3083	2709	2887	1348	1276	1183	4277	4161	3676
3187	440.156311104757	440.153272081125	440.157341925178	6119.323	6115.403	6121.362	9	3	3	3	3070	2772	2683	1355	1410	1358	4185	4262	3708
12454	442.162113824042	442.162113824042	442.162113824042	6119.34	6119.34	6119.34	1	0	1	0	NA	NA	NA	NA	1217	NA	NA	NA	NA
12463	583.219766397629	583.219766397629	583.219766397629	6119.34	6119.34	6119.34	1	0	1	0	NA	NA	NA	NA	1081	NA	NA	NA	NA
10851	229.145399696552	229.145399696552	229.145399696552	6119.914	6119.914	6119.914	1	0	1	0	NA	NA	NA	NA	NA	201	NA	NA	NA
10854	865.203914967403	865.203914967403	865.203914967403	6119.914	6119.914	6119.914	1	0	1	0	NA	NA	NA	NA	NA	438	NA	NA	NA
3144	867.19934412247	867.195166501694	867.203521743245	6120.67	6119.323	6122.017	2	1	0	1	1190	NA	NA	NA	NA	NA	1466	NA	NA
6722	793.192582892597	793.192582892597	793.192582892597	6121.142	6121.142	6121.142	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1925	NA
3587	795.184335878451	795.183729631337	795.188200286505	6121.142	6117.319	6125.371	3	2	0	1	827	NA	773	NA	NA	NA	NA	946	NA
6621	901.196683973712	901.196683973712	901.196683973712	6121.142	6121.142	6121.142	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	799	NA
6681	796.188262838668	796.186234788089	796.188794249901	6121.252	6109.291	6137.436	4	2	0	2	NA	1009	1058	NA	NA	NA	NA	1515	1465
6495	1009.23434323639	1009.23081255358	1009.23787391919	6121.27	6113.122	6129.418	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1203	844
8164	969.233369578376	969.231801886623	969.23493727013	6121.718	6111.394	6132.042	2	0	1	1	NA	NA	NA	643	NA	NA	1349	NA	NA
6697	805.19238766585	805.190600644066	805.194174687634	6122.582	6122.017	6123.147	2	0	0	2	NA	NA	NA	NA	NA	NA	1054	1079	NA
3170	303.135496237115	303.133398595095	303.136793779327	6122.635	6117.41	6125.371	6	3	3	0	2572	2299	2302	4314	4633	4733	NA	NA	NA
6482	700.161765991248	700.161765991248	700.161765991248	6123.147	6123.147	6123.147	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	549	NA
6577	862.204102923202	862.204102923202	862.204102923202	6123.147	6123.147	6123.147	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	827	NA
3519	842.199680920612	842.199680920612	842.199680920612	6123.334	6123.334	6123.334	1	1	0	0	639	NA	NA	NA	NA	NA	NA	NA	NA
3206	545.095970530571	545.093373206819	545.098105174669	6123.368	6119.414	6127.376	8	3	3	2	4301	3752	4031	4318	4175	4356	3899	NA	3527
3233	544.092937664677	544.089914456284	544.094397304839	6123.402	6119.414	6125.371	9	3	3	3	14803	12976	14126	14680	15046	14297	13751	13455	12559
6492	546.095252728955	546.094505235444	546.098005326972	6123.402	6122.017	6125.151	3	0	0	3	NA	NA	NA	NA	NA	NA	1590	1620	1456
12030	632.116360907214	632.116360907214	632.116360907214	6123.423	6123.423	6123.423	1	0	1	0	NA	NA	NA	2081	NA	NA	NA	NA	NA
9667	841.200767975163	841.199324436253	841.202211514072	6124.378	6123.402	6125.354	2	0	1	1	NA	NA	NA	NA	594	NA	NA	NA	1187
3168	361.167455378214	361.16445527891	361.168717077436	6125.151	6119.414	6127.376	9	3	3	3	5340	4825	5050	9363	9540	9494	1555	1557	1467
3237	563.177417053858	563.174641458514	563.178938240558	6125.151	6121.419	6127.376	9	3	3	3	5136	4434	4652	2355	2535	2328	6999	6411	6373
6507	860.196645662731	860.196645662731	860.196645662731	6125.151	6125.151	6125.151	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	834	NA
4497	235.926032428251	235.926032428251	235.926032428251	6125.339	6125.339	6125.339	1	1	0	0	365	NA	NA	NA	NA	NA	NA	NA	NA
3205	362.169602497146	362.168350687364	362.17126310636	6125.339	6121.419	6127.376	5	2	3	0	1157	NA	1144	2109	2059	2220	NA	NA	NA
3229	609.181039649726	609.177170875005	609.1826207984	6125.339	6123.147	6127.376	7	3	1	3	9235	8280	8292	NA	NA	4277	11919	11877	10708
12467	879.20968609445	879.20968609445	879.20968609445	6125.354	6125.354	6125.354	1	0	1	0	NA	NA	NA	NA	803	NA	NA	NA	NA
9636	859.19371870996	859.19371870996	859.19371870996	6125.407	6125.407	6125.407	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	890
8132	919.209569221118	919.208242629566	919.21089581267	6125.679	6125.332	6126.026	2	1	0	1	NA	866	NA	NA	NA	NA	1127	NA	NA
8283	937.217050042473	937.213376895349	937.220723189598	6125.728	6120.013	6131.443	2	0	1	1	NA	NA	NA	403	NA	NA	726	NA	NA
3214	610.182555908728	610.179637058476	610.184363238857	6125.93	6123.325	6127.411	7	3	1	3	2756	2618	2763	NA	NA	1421	3832	3635	3192
8142	955.219269121408	955.218032275174	955.222213307054	6127.411	6124.022	6131.346	3	1	0	2	NA	735	NA	NA	NA	NA	1056	NA	985
12045	861.177903976355	861.177903976355	861.177903976355	6127.434	6127.434	6127.434	1	0	1	0	NA	NA	NA	569	NA	NA	NA	NA	NA
6578	847.193130732804	847.190896945581	847.194857561169	6127.6835	6125.371	6133.172	4	2	0	2	NA	830	875	NA	NA	NA	922	1012	NA
3207	564.179005450176	564.175043724664	564.179859666119	6128.3585	6125.407	6131.353	6	3	0	3	1526	1381	1416	NA	NA	NA	2104	2017	1964
3202	372.215221868486	372.212684822384	372.217206557677	6128.65	6125.428	6133.391	6	3	3	0	1337	1180	1251	2192	2403	2498	NA	NA	NA
9002	631.115696098531	631.114412674258	631.116979522804	6128.6585	6127.935	6129.382	2	1	1	0	NA	NA	2991	NA	NA	5058	NA	NA	NA
6496	275.056159672945	275.055654150909	275.05666519498	6129.2895	6129.161	6129.418	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1872	1236
10888	533.202314605878	533.202231095559	533.204248214898	6129.939	6125.428	6131.37	3	0	3	0	NA	NA	NA	4326	4345	4032	NA	NA	NA
8079	669.171502001027	669.168100395128	669.173217721113	6130.038	6129.341	6131.946	3	1	1	1	NA	3875	NA	NA	NA	2797	5047	NA	NA
3350	826.198076510887	826.195884665637	826.198874394026	6130.6015	6127.344	6133.427	4	1	0	3	739	NA	NA	NA	NA	NA	927	832	781
4040	839.203359099017	839.198891500582	839.205927757924	6131.2605	6129.341	6133.391	6	3	0	3	2556	2256	2250	NA	NA	NA	3158	3046	2988
3389	840.200632151861	840.197931274623	840.203333029098	6131.2605	6131.168	6131.353	2	1	0	1	1234	NA	NA	NA	NA	NA	NA	1756	NA
6548	825.205310239575	825.205200840812	825.205419638338	6131.295	6131.168	6131.422	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1781	1714
3196	823.207705337231	823.204478588813	823.209792894305	6131.353	6129.341	6133.95	7	2	2	3	6216	5657	NA	NA	2901	3686	7400	7974	7416
9071	845.196234358928	845.196234358928	845.196234358928	6131.387	6131.387	6131.387	1	1	0	0	NA	NA	1938	NA	NA	NA	NA	NA	NA
8060	715.178904959735	715.178904959735	715.178904959735	6132.042	6132.042	6132.042	1	0	0	1	NA	NA	NA	NA	NA	NA	691	NA	NA
8288	1028.26835642488	1028.26835642488	1028.26835642488	6132.042	6132.042	6132.042	1	0	0	1	NA	NA	NA	NA	NA	NA	1862	NA	NA
6798	824.207192970492	824.206451182282	824.212094853441	6132.297	6130.038	6133.374	4	0	1	3	NA	NA	NA	NA	1295	NA	3506	3879	3402
3938	1027.26649134529	1027.26104193393	1027.2696651306	6132.607	6129.348	6133.427	4	1	0	3	2768	NA	NA	NA	NA	NA	3331	3296	3052
3342	809.191481571541	809.184725152595	809.1962955485	6132.7005	6129.439	6135.379	4	1	2	1	1550	NA	NA	1192	1142	NA	1672	NA	NA
6473	593.254721708957	593.254721708957	593.254721708957	6133.172	6133.172	6133.172	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1206	NA
3179	1004.23747409033	1004.23747409033	1004.23747409033	6133.359	6133.359	6133.359	1	1	0	0	695	NA	NA	NA	NA	NA	NA	NA	NA
9613	675.253036354237	675.253036354237	675.253036354237	6133.427	6133.427	6133.427	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1140
9783	749.164426580315	749.164426580315	749.164426580315	6133.427	6133.427	6133.427	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	509
10867	819.179079308146	819.179079308146	819.179079308146	6133.95	6133.95	6133.95	1	0	1	0	NA	NA	NA	NA	NA	1023	NA	NA	NA
6704	676.147192103069	676.144124110908	676.15026009523	6134.612	6128.031	6141.193	2	0	0	2	NA	NA	NA	NA	NA	NA	402	584	NA
8285	787.198243205076	787.19553165476	787.200954755392	6134.7215	6132.042	6137.401	2	1	0	1	NA	NA	1430	NA	NA	NA	2054	NA	NA
3682	753.184183360363	753.184183360363	753.184183360363	6135.364	6135.364	6135.364	1	1	0	0	1812	NA	NA	NA	NA	NA	NA	NA	NA
9657	891.20219117386	891.201828582689	891.206401961005	6135.379	6125.407	6137.96	3	0	2	1	NA	NA	NA	NA	732	717	NA	NA	851
6497	521.10118862873	521.099186650049	521.103571031491	6135.614	6133.35	6137.401	4	2	0	2	NA	1219	1219	NA	NA	NA	1791	1774	NA
10874	447.224816498125	447.224816498125	447.224816498125	6135.955	6135.955	6135.955	1	0	1	0	NA	NA	NA	NA	NA	3135	NA	NA	NA
6693	493.230113512716	493.228806275033	493.231717308101	6135.955	6133.448	6139.186	5	1	3	1	NA	4388	NA	9007	8594	8808	NA	1032	NA
10933	494.233499803081	494.233499803081	494.233499803081	6135.955	6135.955	6135.955	1	0	1	0	NA	NA	NA	NA	NA	2324	NA	NA	NA
8138	907.185857894097	907.185857894097	907.185857894097	6136.051	6136.051	6136.051	1	0	0	1	NA	NA	NA	NA	NA	NA	977	NA	NA
11464	863.205039479362	863.204713054389	863.205365904334	6136.3705	6135.379	6137.362	2	1	1	0	NA	789	NA	NA	483	NA	NA	NA	NA
3836	751.189761715897	751.18541615067	751.190414818226	6137.181	6133.448	6139.407	9	3	3	3	13121	11753	12072	16124	15224	17128	9861	9903	9017
3667	752.190107891688	752.187099736075	752.195089641473	6137.181	6133.448	6139.407	9	3	3	3	5572	4946	5222	6629	6311	6855	4409	4151	3828
10857	1012.36736212643	1012.36387223253	1012.37125368726	6137.385	6131.443	6137.96	3	0	3	0	NA	NA	NA	1341	1379	1416	NA	NA	NA
6875	1043.26260172255	1043.26219777436	1043.26300567074	6138.294	6137.181	6139.407	2	1	0	1	NA	NA	1478	NA	NA	NA	NA	2151	NA
12084	345.227887714674	345.227887714674	345.227887714674	6139.464	6139.464	6139.464	1	0	1	0	NA	NA	NA	747	NA	NA	NA	NA	NA
8338	817.211647916511	817.210066259327	817.213229573696	6139.7525	6139.443	6140.062	2	0	0	2	NA	NA	NA	NA	NA	NA	2154	NA	2063
3727	1021.23034266446	1021.22734086194	1021.23334446697	6140.2815	6129.161	6151.402	2	1	0	1	548	NA	NA	NA	NA	NA	NA	717	NA
3431	661.127481154394	661.125687035024	661.129275273763	6140.3925	6139.373	6141.412	2	2	0	0	4854	NA	4616	NA	NA	NA	NA	NA	NA
9001	801.185792142152	801.183707282538	801.187877001766	6140.4275	6139.443	6141.412	2	1	0	1	NA	NA	1237	NA	NA	NA	NA	NA	1674
6571	662.134006289422	662.134006289422	662.134006289422	6141.193	6141.193	6141.193	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	1156	NA
3711	929.207940814124	929.198134905073	929.208750176338	6141.193	6132.042	6149.398	3	1	0	2	816	NA	NA	NA	NA	NA	789	786	NA
3378	999.238771070276	999.23624387161	999.241149509098	6141.193	6111.992	6143.384	3	1	0	2	1005	NA	NA	NA	NA	NA	1089	1047	NA
3264	495.278539153911	495.275616822892	495.281772426452	6141.2855	6140.062	6141.447	4	1	0	3	1547	NA	NA	NA	NA	NA	1997	1930	1867
3212	771.169740739902	771.16806439274	771.171417087063	6141.2855	6141.193	6141.378	2	1	0	1	789	NA	NA	NA	NA	NA	NA	938	NA
9682	905.154104817835	905.153591847404	905.155137232534	6141.394	6139.964	6141.447	3	0	2	1	NA	NA	NA	NA	3263	3756	NA	NA	7027
9004	1003.2520074071	1003.2520074071	1003.2520074071	6141.412	6141.412	6141.412	1	1	0	0	NA	NA	1152	NA	NA	NA	NA	NA	NA
9681	906.156589369453	906.156589369453	906.156589369453	6141.447	6141.447	6141.447	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	3288
9616	907.166535151243	907.166535151243	907.166535151243	6141.447	6141.447	6141.447	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1699
3186	478.076791312681	478.076791312681	478.076791312681	6143.384	6143.384	6143.384	1	1	0	0	3953	NA	NA	NA	NA	NA	NA	NA	NA
3154	1026.23332901025	1026.23332901025	1026.23332901025	6143.384	6143.384	6143.384	1	1	0	0	838	NA	NA	NA	NA	NA	NA	NA	NA
3301	1051.23707286824	1051.23707286824	1051.23707286824	6143.384	6143.384	6143.384	1	1	0	0	711	NA	NA	NA	NA	NA	NA	NA	NA
12029	591.175554879031	591.175554879031	591.175554879031	6143.473	6143.473	6143.473	1	0	1	0	NA	NA	NA	779	NA	NA	NA	NA	NA
10901	909.21526787969	909.21526787969	909.21526787969	6143.975	6143.975	6143.975	1	0	1	0	NA	NA	NA	NA	NA	449	NA	NA	NA
11497	1012.25071364906	1012.25071364906	1012.25071364906	6145.382	6145.382	6145.382	1	1	0	0	NA	896	NA	NA	NA	NA	NA	NA	NA
11500	1086.26817561069	1086.26817561069	1086.26817561069	6145.382	6145.382	6145.382	1	1	0	0	NA	720	NA	NA	NA	NA	NA	NA	NA
3226	1007.22555731596	1007.22555731596	1007.22555731596	6145.389	6145.389	6145.389	1	1	0	0	560	NA	NA	NA	NA	NA	NA	NA	NA
9044	773.181153923455	773.180132999705	773.182174847204	6145.401	6143.376	6147.426	2	2	0	0	NA	541	577	NA	NA	NA	NA	NA	NA
9012	693.156490484881	693.156490484881	693.156490484881	6145.421	6145.421	6145.421	1	1	0	0	NA	NA	465	NA	NA	NA	NA	NA	NA
10872	658.278858481224	658.274804793889	658.279246562904	6145.98	6141.468	6147.41	3	0	3	0	NA	NA	NA	1136	1155	1154	NA	NA	NA
3972	867.224482355095	867.218482904098	867.230414506169	6146.2975	6143.376	6147.426	4	3	0	1	2372	2076	2066	NA	NA	NA	NA	1591	NA
6573	819.198483750683	819.195466474216	819.20150102715	6146.3315	6145.202	6147.461	2	0	0	2	NA	NA	NA	NA	NA	NA	NA	1337	1410
6642	1118.2654142265	1118.2654142265	1118.2654142265	6147.206	6147.206	6147.206	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	706	NA
3250	477.232955709862	477.232955709862	477.232955709862	6147.393	6147.393	6147.393	1	1	0	0	1976	NA	NA	NA	NA	NA	NA	NA	NA
12489	925.234916676912	925.234916676912	925.234916676912	6147.41	6147.41	6147.41	1	0	1	0	NA	NA	NA	NA	509	NA	NA	NA	NA
8322	1011.23262932486	1011.22563126506	1011.23677646047	6147.41	6141.468	6151.437	5	1	3	1	NA	NA	1396	1449	1483	1371	1433	NA	NA
8990	640.175278217337	640.175278217337	640.175278217337	6147.426	6147.426	6147.426	1	1	0	0	NA	NA	726	NA	NA	NA	NA	NA	NA
6484	594.165838701796	594.160003160247	594.172384950383	6147.461	6146.076	6151.437	5	2	0	3	NA	1467	2151	NA	NA	NA	1892	1796	1687
6525	889.205675394512	889.205451302924	889.206112478498	6147.985	6147.206	6149.432	3	1	1	1	NA	NA	1265	NA	NA	1865	NA	1002	NA
8155	681.164880195407	681.164880195407	681.164880195407	6148.081	6148.081	6148.081	1	0	0	1	NA	NA	NA	NA	NA	NA	660	NA	NA
8099	637.176173319631	637.175496152169	637.176850487092	6148.7745	6148.081	6149.468	2	0	0	2	NA	NA	NA	NA	NA	NA	7403	NA	6388
8091	638.178139746176	638.176684055616	638.179595436737	6148.7745	6148.081	6149.468	2	0	0	2	NA	NA	NA	NA	NA	NA	2405	NA	2178
10886	501.105394815682	501.102763069104	501.105496292472	6149.415	6145.477	6149.989	3	0	3	0	NA	NA	NA	2175	2211	2153	NA	NA	NA
9061	1025.26165264914	1025.26165264914	1025.26165264914	6149.432	6149.432	6149.432	1	1	0	0	NA	NA	1272	NA	NA	NA	NA	NA	NA
3357	811.178273978114	811.173960650711	811.17911029964	6149.433	6148.081	6153.441	6	3	0	3	3394	2857	3188	NA	NA	NA	5783	4472	4062
9617	1010.23268289756	1010.23268289756	1010.23268289756	6149.468	6149.468	6149.468	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	617
3200	1009.23558977584	1009.23309629921	1009.23710287077	6150.088	6147.393	6153.441	3	2	0	1	748	NA	697	NA	NA	NA	959	NA	NA
8089	592.169915889036	592.169353041393	592.17047873668	6150.761	6148.081	6153.441	2	1	0	1	NA	NA	1020	NA	NA	NA	1652	NA	NA
3192	821.191535931258	821.191535931258	821.191535931258	6151.402	6151.402	6151.402	1	1	0	0	1084	NA	NA	NA	NA	NA	NA	NA	NA
3899	812.181072002515	812.179098921849	812.183045083181	6151.4195	6149.398	6153.441	2	2	0	0	1780	NA	1450	NA	NA	NA	NA	NA	NA
9035	955.229616122751	955.229616122751	955.229616122751	6151.437	6151.437	6151.437	1	1	0	0	NA	NA	801	NA	NA	NA	NA	NA	NA
12033	935.216830479332	935.216830479332	935.216830479332	6151.493	6151.493	6151.493	1	0	1	0	NA	NA	NA	379	NA	NA	NA	NA	NA
3258	529.152202186283	529.151439527156	529.1544678406	6152.092	6149.488	6153.409	3	1	1	1	1530	NA	NA	1796	NA	NA	1154	NA	NA
6589	1159.29792526591	1159.29557897393	1159.29984836113	6152.092	6151.472	6153.222	3	0	0	3	NA	NA	NA	NA	NA	NA	1565	1643	1532
6637	1072.25718749054	1072.2532138326	1072.26116114848	6153.3115	6147.387	6159.236	2	1	0	1	NA	541	NA	NA	NA	NA	NA	811	NA
3435	970.243127826027	970.243127826027	970.243127826027	6153.409	6153.409	6153.409	1	1	0	0	1087	NA	NA	NA	NA	NA	NA	NA	NA
3463	433.114514718567	433.112393742055	433.115609165862	6153.441	6147.484	6159.492	9	3	3	3	53267	48001	51167	61689	64473	65268	43659	42978	41064
3230	314.209467042019	314.208418711604	314.210631443794	6154.7065	6149.488	6157.451	6	3	3	0	1426	1296	1337	1950	2400	2502	NA	NA	NA
11454	287.057175980768	287.057175980768	287.057175980768	6155.408	6155.408	6155.408	1	1	0	0	NA	1725	NA	NA	NA	NA	NA	NA	NA
3218	699.174212915848	699.174212915848	699.174212915848	6155.413	6155.413	6155.413	1	1	0	0	1172	NA	NA	NA	NA	NA	NA	NA	NA
9744	1023.23682804384	1023.23682804384	1023.23682804384	6155.481	6155.481	6155.481	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	1014
6751	930.218174082649	930.218174082649	930.218174082649	6157.231	6157.231	6157.231	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	625	NA
3293	635.143595673826	635.137671586335	635.145056040321	6157.452	6153.498	6159.236	4	1	1	2	1162	NA	NA	1373	NA	NA	NA	1012	880
3539	799.193637752578	799.18992591092	799.197349594235	6157.452	6157.418	6157.486	2	1	0	1	834	NA	NA	NA	NA	NA	NA	NA	1010
9690	901.189479652941	901.189479652941	901.189479652941	6157.486	6157.486	6157.486	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	754
9700	931.196821217171	931.196821217171	931.196821217171	6157.486	6157.486	6157.486	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	772
10895	525.179802625439	525.179802625439	525.179802625439	6158.01	6158.01	6158.01	1	0	1	0	NA	NA	NA	NA	NA	1810	NA	NA	NA
8238	711.1882108658	711.1882108658	711.1882108658	6158.106	6158.106	6158.106	1	0	0	1	NA	NA	NA	NA	NA	NA	2074	NA	NA
6609	871.208045543483	871.206181744447	871.20990934252	6158.3435	6157.451	6159.236	2	1	0	1	NA	NA	618	NA	NA	NA	NA	909	NA
6514	877.190298313079	877.189457042102	877.191139584056	6158.671	6158.106	6159.236	2	0	0	2	NA	NA	NA	NA	NA	NA	2943	2271	NA
8093	807.181581524625	807.181244115514	807.181918933735	6159.061	6158.01	6160.112	2	0	1	1	NA	NA	NA	NA	NA	565	1089	NA	NA
6532	434.118259186947	434.116240586228	434.11922726056	6159.236	6158.106	6159.492	3	0	0	3	NA	NA	NA	NA	NA	NA	10174	9832	9365
3213	801.249104566096	801.237770285698	801.254655416771	6160.47	6159.417	6165.471	4	3	1	0	1369	1507	1631	1314	NA	NA	NA	NA	NA
11509	991.22771120707	991.22771120707	991.22771120707	6161.422	6161.422	6161.422	1	1	0	0	NA	660	NA	NA	NA	NA	NA	NA	NA
3363	639.194681025475	639.190394643112	639.195614822876	6161.427	6157.509	6163.466	7	3	3	1	16107	13986	14792	8447	8461	8911	NA	19943	NA
3317	640.195326190849	640.192887919366	640.197100593289	6161.427	6157.509	6163.449	3	1	2	0	5407	NA	NA	2786	2790	NA	NA	NA	NA
6545	593.188299729051	593.185096343817	593.189854569598	6162.021	6159.417	6165.471	7	2	2	3	NA	10908	11408	NA	6360	6901	15716	15342	14317
10955	931.180028898107	931.180028898107	931.180028898107	6162.021	6162.021	6162.021	1	0	1	0	NA	NA	NA	NA	NA	586	NA	NA	NA
3310	594.188573027454	594.185797305135	594.191033867946	6162.7755	6161.422	6165.471	6	3	1	2	4088	3548	3968	NA	2138	NA	5196	NA	4625
6544	435.111112533787	435.109086278429	435.112628528745	6163.247	6157.509	6163.501	5	0	2	3	NA	NA	NA	9176	9432	NA	16051	16144	15299
11463	847.190709072433	847.190709072433	847.190709072433	6163.427	6163.427	6163.427	1	1	0	0	NA	770	NA	NA	NA	NA	NA	NA	NA
10873	801.25543894391	801.253445953539	801.25743193428	6164.739	6164.025	6165.453	2	0	2	0	NA	NA	NA	NA	1194	1228	NA	NA	NA
6502	979.232219857095	979.232219857095	979.232219857095	6165.251	6165.251	6165.251	1	0	0	1	NA	NA	NA	NA	NA	NA	NA	801	NA
3228	982.298522141868	982.288441895219	982.303602135693	6165.251	6161.518	6167.476	9	3	3	3	2377	2153	2345	1445	1428	1237	2774	2865	2543
6536	595.183135318814	595.181066502411	595.184491741027	6165.3785	6162.117	6167.46	6	1	2	3	NA	3225	NA	NA	4310	3847	3061	3130	2797
8090	777.215427080567	777.214128511266	777.215644744697	6165.433	6164.121	6169.482	3	2	0	1	NA	1404	1376	NA	NA	NA	1379	NA	NA
3261	226.060089598247	226.057916070727	226.060872009861	6165.438	6163.427	6169.482	7	3	1	3	1415	1303	1208	1162	NA	NA	1345	1360	1145
3249	596.182304531395	596.182304531395	596.182304531395	6165.438	6165.438	6165.438	1	1	0	0	1210	NA	NA	NA	NA	NA	NA	NA	NA
